image_id,modality,organ,annotated_region,source
I2482,MRI,Lung,Lung abnormality,MIDRC
I2483,CT,Muscle,Abdomen abnormality,RAD-ChestXR
I2484,MRI,Abdomen,Lung abnormality,MIDRC
I2485,CT,Muscle,Lung abnormality,RAD-ChestXR
I2486,MRI,Abdomen,Abdomen abnormality,MIDRC
I2487,CT,Abdomen,Lung abnormality,RAD-ChestXR
I2488,MRI,Muscle,Lung abnormality,MIDRC
I2489,CT,Lung,Muscle abnormality,RAD-ChestXR
I2490,MRI,Muscle,Lung abnormality,MIDRC
I2491,CT,Lung,Abdomen abnormality,RAD-ChestXR
I2492,MRI,Abdomen,Brain abnormality,MIDRC
I2493,CT,Lung,Lung abnormality,RAD-ChestXR
I2494,MRI,Muscle,Brain abnormality,MIDRC
I2495,CT,Lung,Brain abnormality,RAD-ChestXR
I2496,MRI,Lung,Muscle abnormality,MIDRC
I2497,CT,Muscle,Abdomen abnormality,RAD-ChestXR
I2498,MRI,Lung,Abdomen abnormality,MIDRC
I2499,CT,Abdomen,Muscle abnormality,RAD-ChestXR
I2500,MRI,Abdomen,Brain abnormality,MIDRC
I2501,CT,Lung,Muscle abnormality,RAD-ChestXR
I2502,MRI,Muscle,Brain abnormality,MIDRC
I2503,CT,Brain,Lung abnormality,RAD-ChestXR
I2504,MRI,Muscle,Muscle abnormality,MIDRC
I2505,CT,Abdomen,Lung abnormality,RAD-ChestXR
I2506,MRI,Brain,Brain abnormality,MIDRC
I2507,CT,Lung,Abdomen abnormality,RAD-ChestXR
I2508,MRI,Abdomen,Abdomen abnormality,MIDRC
I2509,CT,Abdomen,Lung abnormality,RAD-ChestXR
I2510,MRI,Lung,Lung abnormality,MIDRC
I2511,CT,Lung,Abdomen abnormality,RAD-ChestXR
I2512,MRI,Muscle,Abdomen abnormality,MIDRC
I2513,CT,Muscle,Brain abnormality,RAD-ChestXR
I2514,MRI,Lung,Abdomen abnormality,MIDRC
I2515,CT,Muscle,Brain abnormality,RAD-ChestXR
I2516,MRI,Abdomen,Muscle abnormality,MIDRC
I2517,CT,Muscle,Brain abnormality,RAD-ChestXR
I2518,MRI,Abdomen,Brain abnormality,MIDRC
I2519,CT,Lung,Abdomen abnormality,RAD-ChestXR
I2520,MRI,Brain,Brain abnormality,MIDRC
I2521,CT,Abdomen,Lung abnormality,RAD-ChestXR
I2522,MRI,Brain,Muscle abnormality,MIDRC
I2523,CT,Abdomen,Lung abnormality,RAD-ChestXR
I2524,MRI,Lung,Lung abnormality,MIDRC
I2525,CT,Muscle,Abdomen abnormality,RAD-ChestXR
I2526,MRI,Abdomen,Lung abnormality,MIDRC
I2527,CT,Lung,Abdomen abnormality,RAD-ChestXR
I2528,MRI,Brain,Muscle abnormality,MIDRC
I2529,CT,Abdomen,Lung abnormality,RAD-ChestXR
I2530,MRI,Brain,Abdomen abnormality,MIDRC
I2531,CT,Muscle,Lung abnormality,RAD-ChestXR
I2532,MRI,Lung,Brain abnormality,MIDRC
I2533,CT,Brain,Brain abnormality,RAD-ChestXR
I2534,MRI,Brain,Lung abnormality,MIDRC
I2535,CT,Abdomen,Brain abnormality,RAD-ChestXR
I2536,MRI,Lung,Muscle abnormality,MIDRC
I2537,CT,Abdomen,Lung abnormality,RAD-ChestXR
I2538,MRI,Brain,Muscle abnormality,MIDRC
I2539,CT,Brain,Brain abnormality,RAD-ChestXR
I2540,MRI,Lung,Lung abnormality,MIDRC
I2541,CT,Brain,Muscle abnormality,RAD-ChestXR
I2542,MRI,Abdomen,Abdomen abnormality,MIDRC
I2543,CT,Lung,Brain abnormality,RAD-ChestXR
I2544,MRI,Abdomen,Abdomen abnormality,MIDRC
I2545,CT,Lung,Lung abnormality,RAD-ChestXR
I2546,MRI,Abdomen,Abdomen abnormality,MIDRC
I2547,CT,Brain,Brain abnormality,RAD-ChestXR
I2548,MRI,Abdomen,Brain abnormality,MIDRC
I2549,CT,Lung,Brain abnormality,RAD-ChestXR
I2550,MRI,Brain,Muscle abnormality,MIDRC
I2551,CT,Brain,Abdomen abnormality,RAD-ChestXR
I2552,MRI,Muscle,Abdomen abnormality,MIDRC
I2553,CT,Abdomen,Lung abnormality,RAD-ChestXR
I2554,MRI,Abdomen,Brain abnormality,MIDRC
I2555,CT,Brain,Abdomen abnormality,RAD-ChestXR
I2556,MRI,Lung,Lung abnormality,MIDRC
I2557,CT,Abdomen,Muscle abnormality,RAD-ChestXR
I2558,MRI,Muscle,Abdomen abnormality,MIDRC
I2559,CT,Lung,Abdomen abnormality,RAD-ChestXR
I2560,MRI,Brain,Lung abnormality,MIDRC
I2561,CT,Lung,Muscle abnormality,RAD-ChestXR
I2562,MRI,Brain,Muscle abnormality,MIDRC
I2563,CT,Muscle,Brain abnormality,RAD-ChestXR
I2564,MRI,Abdomen,Muscle abnormality,MIDRC
I2565,CT,Lung,Muscle abnormality,RAD-ChestXR
I2566,MRI,Muscle,Muscle abnormality,MIDRC
I2567,CT,Abdomen,Abdomen abnormality,RAD-ChestXR
I2568,MRI,Abdomen,Muscle abnormality,MIDRC
I2569,CT,Lung,Abdomen abnormality,RAD-ChestXR
I2570,MRI,Muscle,Lung abnormality,MIDRC
I2571,CT,Muscle,Brain abnormality,RAD-ChestXR
I2572,MRI,Lung,Brain abnormality,MIDRC
I2573,CT,Lung,Abdomen abnormality,RAD-ChestXR
I2574,MRI,Abdomen,Muscle abnormality,MIDRC
I2575,CT,Muscle,Lung abnormality,RAD-ChestXR
I2576,MRI,Muscle,Abdomen abnormality,MIDRC
I2577,CT,Abdomen,Abdomen abnormality,RAD-ChestXR
I2578,MRI,Lung,Lung abnormality,MIDRC
I2579,CT,Lung,Abdomen abnormality,RAD-ChestXR
I2580,MRI,Brain,Brain abnormality,MIDRC
I2581,CT,Abdomen,Brain abnormality,RAD-ChestXR
I2582,MRI,Lung,Muscle abnormality,MIDRC
I2583,CT,Muscle,Lung abnormality,RAD-ChestXR
I2584,MRI,Brain,Lung abnormality,MIDRC
I2585,CT,Lung,Brain abnormality,RAD-ChestXR
I2586,MRI,Abdomen,Brain abnormality,MIDRC
I2587,CT,Muscle,Muscle abnormality,RAD-ChestXR
I2588,MRI,Brain,Muscle abnormality,MIDRC
I2589,CT,Brain,Abdomen abnormality,RAD-ChestXR
I2590,MRI,Lung,Brain abnormality,MIDRC
I2591,CT,Abdomen,Abdomen abnormality,RAD-ChestXR
I2592,MRI,Abdomen,Muscle abnormality,MIDRC
I2593,CT,Muscle,Abdomen abnormality,RAD-ChestXR
I2594,MRI,Abdomen,Brain abnormality,MIDRC
I2595,CT,Brain,Brain abnormality,RAD-ChestXR
I2596,MRI,Abdomen,Muscle abnormality,MIDRC
I2597,CT,Abdomen,Brain abnormality,RAD-ChestXR
I2598,MRI,Brain,Brain abnormality,MIDRC
I2599,CT,Abdomen,Lung abnormality,RAD-ChestXR
I2600,MRI,Lung,Muscle abnormality,MIDRC
I2601,CT,Lung,Muscle abnormality,RAD-ChestXR
I2602,MRI,Muscle,Abdomen abnormality,MIDRC
I2603,CT,Lung,Lung abnormality,RAD-ChestXR
I2604,MRI,Brain,Lung abnormality,MIDRC
I2605,CT,Brain,Abdomen abnormality,RAD-ChestXR
I2606,MRI,Brain,Brain abnormality,MIDRC
I2607,CT,Abdomen,Abdomen abnormality,RAD-ChestXR
I2608,MRI,Brain,Lung abnormality,MIDRC
I2609,CT,Lung,Muscle abnormality,RAD-ChestXR
I2610,MRI,Muscle,Abdomen abnormality,MIDRC
I2611,CT,Brain,Brain abnormality,RAD-ChestXR
I2612,MRI,Brain,Abdomen abnormality,MIDRC
I2613,CT,Abdomen,Lung abnormality,RAD-ChestXR
I2614,MRI,Lung,Abdomen abnormality,MIDRC
I2615,CT,Muscle,Lung abnormality,RAD-ChestXR
I2616,MRI,Brain,Brain abnormality,MIDRC
I2617,CT,Brain,Muscle abnormality,RAD-ChestXR
I2618,MRI,Lung,Lung abnormality,MIDRC
I2619,CT,Lung,Brain abnormality,RAD-ChestXR
I2620,MRI,Lung,Brain abnormality,MIDRC
I2621,CT,Muscle,Lung abnormality,RAD-ChestXR
I2622,MRI,Muscle,Abdomen abnormality,MIDRC
I2623,CT,Lung,Lung abnormality,RAD-ChestXR
I2624,MRI,Abdomen,Lung abnormality,MIDRC
I2625,CT,Abdomen,Lung abnormality,RAD-ChestXR
I2626,MRI,Abdomen,Brain abnormality,MIDRC
I2627,CT,Lung,Muscle abnormality,RAD-ChestXR
I2628,MRI,Muscle,Muscle abnormality,MIDRC
I2629,CT,Brain,Brain abnormality,RAD-ChestXR
I2630,MRI,Muscle,Lung abnormality,MIDRC
I2631,CT,Brain,Brain abnormality,RAD-ChestXR
I2632,MRI,Muscle,Lung abnormality,MIDRC
I2633,CT,Brain,Muscle abnormality,RAD-ChestXR
I2634,MRI,Brain,Brain abnormality,MIDRC
I2635,CT,Brain,Brain abnormality,RAD-ChestXR
I2636,MRI,Abdomen,Abdomen abnormality,MIDRC
I2637,CT,Abdomen,Muscle abnormality,RAD-ChestXR
I2638,MRI,Lung,Abdomen abnormality,MIDRC
I2639,CT,Brain,Abdomen abnormality,RAD-ChestXR
I2640,MRI,Brain,Muscle abnormality,MIDRC
I2641,CT,Muscle,Lung abnormality,RAD-ChestXR
I2642,MRI,Brain,Abdomen abnormality,MIDRC
I2643,CT,Brain,Lung abnormality,RAD-ChestXR
I2644,MRI,Abdomen,Abdomen abnormality,MIDRC
I2645,CT,Brain,Brain abnormality,RAD-ChestXR
I2646,MRI,Muscle,Lung abnormality,MIDRC
I2647,CT,Brain,Lung abnormality,RAD-ChestXR
I2648,MRI,Brain,Abdomen abnormality,MIDRC
I2649,CT,Brain,Lung abnormality,RAD-ChestXR
I2650,MRI,Muscle,Lung abnormality,MIDRC
I2651,CT,Lung,Abdomen abnormality,RAD-ChestXR
I2652,MRI,Brain,Brain abnormality,MIDRC
I2653,CT,Lung,Brain abnormality,RAD-ChestXR
I2654,MRI,Abdomen,Muscle abnormality,MIDRC
I2655,CT,Abdomen,Muscle abnormality,RAD-ChestXR
I2656,MRI,Brain,Lung abnormality,MIDRC
I2657,CT,Abdomen,Lung abnormality,RAD-ChestXR
I2658,MRI,Brain,Muscle abnormality,MIDRC
I2659,CT,Brain,Lung abnormality,RAD-ChestXR
I2660,MRI,Brain,Brain abnormality,MIDRC
I2661,CT,Lung,Lung abnormality,RAD-ChestXR
I2662,MRI,Muscle,Brain abnormality,MIDRC
I2663,CT,Lung,Lung abnormality,RAD-ChestXR
I2664,MRI,Brain,Abdomen abnormality,MIDRC
I2665,CT,Lung,Abdomen abnormality,RAD-ChestXR
I2666,MRI,Muscle,Brain abnormality,MIDRC
I2667,CT,Muscle,Abdomen abnormality,RAD-ChestXR
I2668,MRI,Muscle,Brain abnormality,MIDRC
I2669,CT,Muscle,Lung abnormality,RAD-ChestXR
I2670,MRI,Lung,Lung abnormality,MIDRC
I2671,CT,Brain,Muscle abnormality,RAD-ChestXR
I2672,MRI,Lung,Brain abnormality,MIDRC
I2673,CT,Muscle,Abdomen abnormality,RAD-ChestXR
I2674,MRI,Lung,Abdomen abnormality,MIDRC
I2675,CT,Brain,Abdomen abnormality,RAD-ChestXR
I2676,MRI,Abdomen,Brain abnormality,MIDRC
I2677,CT,Brain,Lung abnormality,RAD-ChestXR
I2678,MRI,Abdomen,Abdomen abnormality,MIDRC
I2679,CT,Brain,Muscle abnormality,RAD-ChestXR
I2680,MRI,Abdomen,Brain abnormality,MIDRC
I2681,CT,Brain,Abdomen abnormality,RAD-ChestXR
I2682,MRI,Lung,Lung abnormality,MIDRC
I2683,CT,Abdomen,Abdomen abnormality,RAD-ChestXR
I2684,MRI,Brain,Muscle abnormality,MIDRC
I2685,CT,Brain,Brain abnormality,RAD-ChestXR
I2686,MRI,Muscle,Brain abnormality,MIDRC
I2687,CT,Abdomen,Muscle abnormality,RAD-ChestXR
I2688,MRI,Brain,Brain abnormality,MIDRC
I2689,CT,Brain,Lung abnormality,RAD-ChestXR
I2690,MRI,Abdomen,Brain abnormality,MIDRC
I2691,CT,Brain,Abdomen abnormality,RAD-ChestXR
I2692,MRI,Lung,Abdomen abnormality,MIDRC
I2693,CT,Lung,Brain abnormality,RAD-ChestXR
I2694,MRI,Brain,Lung abnormality,MIDRC
I2695,CT,Muscle,Lung abnormality,RAD-ChestXR
I2696,MRI,Brain,Abdomen abnormality,MIDRC
I2697,CT,Lung,Lung abnormality,RAD-ChestXR
I2698,MRI,Muscle,Muscle abnormality,MIDRC
I2699,CT,Abdomen,Lung abnormality,RAD-ChestXR
I2700,MRI,Brain,Brain abnormality,MIDRC
I2701,CT,Lung,Lung abnormality,RAD-ChestXR
I2702,MRI,Brain,Lung abnormality,MIDRC
I2703,CT,Muscle,Abdomen abnormality,RAD-ChestXR
I2704,MRI,Brain,Brain abnormality,MIDRC
I2705,CT,Brain,Muscle abnormality,RAD-ChestXR
I2706,MRI,Lung,Abdomen abnormality,MIDRC
I2707,CT,Abdomen,Muscle abnormality,RAD-ChestXR
I2708,MRI,Muscle,Lung abnormality,MIDRC
I2709,CT,Muscle,Muscle abnormality,RAD-ChestXR
I2710,MRI,Lung,Lung abnormality,MIDRC
I2711,CT,Abdomen,Abdomen abnormality,RAD-ChestXR
I2712,MRI,Brain,Lung abnormality,MIDRC
I2713,CT,Lung,Lung abnormality,RAD-ChestXR
I2714,MRI,Abdomen,Lung abnormality,MIDRC
I2715,CT,Abdomen,Brain abnormality,RAD-ChestXR
I2716,MRI,Muscle,Abdomen abnormality,MIDRC
I2717,CT,Abdomen,Lung abnormality,RAD-ChestXR
I2718,MRI,Abdomen,Muscle abnormality,MIDRC
I2719,CT,Muscle,Abdomen abnormality,RAD-ChestXR
I2720,MRI,Abdomen,Brain abnormality,MIDRC
I2721,CT,Lung,Brain abnormality,RAD-ChestXR
I2722,MRI,Brain,Muscle abnormality,MIDRC
I2723,CT,Lung,Abdomen abnormality,RAD-ChestXR
I2724,MRI,Brain,Lung abnormality,MIDRC
I2725,CT,Brain,Lung abnormality,RAD-ChestXR
I2726,MRI,Abdomen,Brain abnormality,MIDRC
I2727,CT,Muscle,Abdomen abnormality,RAD-ChestXR
I2728,MRI,Brain,Abdomen abnormality,MIDRC
I2729,CT,Abdomen,Brain abnormality,RAD-ChestXR
I2730,MRI,Brain,Brain abnormality,MIDRC
I2731,CT,Muscle,Muscle abnormality,RAD-ChestXR
I2732,MRI,Lung,Abdomen abnormality,MIDRC
I2733,CT,Lung,Abdomen abnormality,RAD-ChestXR
I2734,MRI,Lung,Brain abnormality,MIDRC
I2735,CT,Brain,Brain abnormality,RAD-ChestXR
I2736,MRI,Muscle,Muscle abnormality,MIDRC
I2737,CT,Muscle,Brain abnormality,RAD-ChestXR
I2738,MRI,Brain,Lung abnormality,MIDRC
I2739,CT,Brain,Brain abnormality,RAD-ChestXR
I2740,MRI,Lung,Muscle abnormality,MIDRC
I2741,CT,Brain,Muscle abnormality,RAD-ChestXR
I2742,MRI,Muscle,Abdomen abnormality,MIDRC
I2743,CT,Lung,Brain abnormality,RAD-ChestXR
I2744,MRI,Muscle,Lung abnormality,MIDRC
I2745,CT,Brain,Brain abnormality,RAD-ChestXR
I2746,MRI,Abdomen,Lung abnormality,MIDRC
I2747,CT,Abdomen,Abdomen abnormality,RAD-ChestXR
I2748,MRI,Lung,Lung abnormality,MIDRC
I2749,CT,Abdomen,Muscle abnormality,RAD-ChestXR
I2750,MRI,Brain,Abdomen abnormality,MIDRC
I2751,CT,Abdomen,Muscle abnormality,RAD-ChestXR
I2752,MRI,Muscle,Muscle abnormality,MIDRC
I2753,CT,Muscle,Abdomen abnormality,RAD-ChestXR
I2754,MRI,Muscle,Lung abnormality,MIDRC
I2755,CT,Lung,Lung abnormality,RAD-ChestXR
I2756,MRI,Muscle,Abdomen abnormality,MIDRC
I2757,CT,Lung,Abdomen abnormality,RAD-ChestXR
I2758,MRI,Abdomen,Brain abnormality,MIDRC
I2759,CT,Muscle,Abdomen abnormality,RAD-ChestXR
I2760,MRI,Brain,Lung abnormality,MIDRC
I2761,CT,Brain,Lung abnormality,RAD-ChestXR
I2762,MRI,Lung,Abdomen abnormality,MIDRC
I2763,CT,Muscle,Abdomen abnormality,RAD-ChestXR
I2764,MRI,Muscle,Abdomen abnormality,MIDRC
I2765,CT,Abdomen,Brain abnormality,RAD-ChestXR
I2766,MRI,Brain,Abdomen abnormality,MIDRC
I2767,CT,Abdomen,Lung abnormality,RAD-ChestXR
I2768,MRI,Muscle,Muscle abnormality,MIDRC
I2769,CT,Muscle,Brain abnormality,RAD-ChestXR
I2770,MRI,Abdomen,Lung abnormality,MIDRC
I2771,CT,Abdomen,Abdomen abnormality,RAD-ChestXR
I2772,MRI,Muscle,Brain abnormality,MIDRC
I2773,CT,Lung,Abdomen abnormality,RAD-ChestXR
I2774,MRI,Brain,Muscle abnormality,MIDRC
I2775,CT,Brain,Abdomen abnormality,RAD-ChestXR
I2776,MRI,Muscle,Muscle abnormality,MIDRC
I2777,CT,Brain,Brain abnormality,RAD-ChestXR
I2778,MRI,Muscle,Abdomen abnormality,MIDRC
I2779,CT,Abdomen,Muscle abnormality,RAD-ChestXR
I2780,MRI,Abdomen,Lung abnormality,MIDRC
I2781,CT,Muscle,Abdomen abnormality,RAD-ChestXR
I2782,MRI,Abdomen,Abdomen abnormality,MIDRC
I2783,CT,Lung,Lung abnormality,RAD-ChestXR
I2784,MRI,Muscle,Lung abnormality,MIDRC
I2785,CT,Muscle,Abdomen abnormality,RAD-ChestXR
I2786,MRI,Muscle,Muscle abnormality,MIDRC
I2787,CT,Lung,Abdomen abnormality,RAD-ChestXR
I2788,MRI,Lung,Brain abnormality,MIDRC
I2789,CT,Abdomen,Muscle abnormality,RAD-ChestXR
I2790,MRI,Brain,Muscle abnormality,MIDRC
I2791,CT,Abdomen,Lung abnormality,RAD-ChestXR
I2792,MRI,Lung,Muscle abnormality,MIDRC
I2793,CT,Abdomen,Abdomen abnormality,RAD-ChestXR
I2794,MRI,Abdomen,Abdomen abnormality,MIDRC
I2795,CT,Lung,Abdomen abnormality,RAD-ChestXR
I2796,MRI,Muscle,Abdomen abnormality,MIDRC
I2797,CT,Abdomen,Muscle abnormality,RAD-ChestXR
I2798,MRI,Muscle,Lung abnormality,MIDRC
I2799,CT,Brain,Muscle abnormality,RAD-ChestXR
I2800,MRI,Muscle,Muscle abnormality,MIDRC
I2801,CT,Abdomen,Lung abnormality,RAD-ChestXR
I2802,MRI,Brain,Abdomen abnormality,MIDRC
I2803,CT,Abdomen,Brain abnormality,RAD-ChestXR
I2804,MRI,Brain,Lung abnormality,MIDRC
I2805,CT,Brain,Abdomen abnormality,RAD-ChestXR
I2806,MRI,Brain,Muscle abnormality,MIDRC
I2807,CT,Muscle,Muscle abnormality,RAD-ChestXR
I2808,MRI,Muscle,Lung abnormality,MIDRC
I2809,CT,Brain,Lung abnormality,RAD-ChestXR
I2810,MRI,Lung,Abdomen abnormality,MIDRC
I2811,CT,Brain,Brain abnormality,RAD-ChestXR
I2812,MRI,Abdomen,Muscle abnormality,MIDRC
I2813,CT,Abdomen,Lung abnormality,RAD-ChestXR
I2814,MRI,Lung,Muscle abnormality,MIDRC
I2815,CT,Muscle,Muscle abnormality,RAD-ChestXR
I2816,MRI,Brain,Muscle abnormality,MIDRC
I2817,CT,Abdomen,Brain abnormality,RAD-ChestXR
I2818,MRI,Brain,Lung abnormality,MIDRC
I2819,CT,Brain,Muscle abnormality,RAD-ChestXR
I2820,MRI,Brain,Abdomen abnormality,MIDRC
I2821,CT,Abdomen,Abdomen abnormality,RAD-ChestXR
I2822,MRI,Abdomen,Brain abnormality,MIDRC
I2823,CT,Brain,Lung abnormality,RAD-ChestXR
I2824,MRI,Muscle,Brain abnormality,MIDRC
I2825,CT,Brain,Abdomen abnormality,RAD-ChestXR
I2826,MRI,Abdomen,Lung abnormality,MIDRC
I2827,CT,Lung,Muscle abnormality,RAD-ChestXR
I2828,MRI,Lung,Brain abnormality,MIDRC
I2829,CT,Brain,Abdomen abnormality,RAD-ChestXR
I2830,MRI,Abdomen,Brain abnormality,MIDRC
I2831,CT,Abdomen,Brain abnormality,RAD-ChestXR
I2832,MRI,Lung,Lung abnormality,MIDRC
I2833,CT,Lung,Abdomen abnormality,RAD-ChestXR
I2834,MRI,Brain,Abdomen abnormality,MIDRC
I2835,CT,Brain,Lung abnormality,RAD-ChestXR
I2836,MRI,Muscle,Lung abnormality,MIDRC
I2837,CT,Lung,Muscle abnormality,RAD-ChestXR
I2838,MRI,Lung,Brain abnormality,MIDRC
I2839,CT,Lung,Lung abnormality,RAD-ChestXR
I2840,MRI,Lung,Brain abnormality,MIDRC
I2841,CT,Lung,Muscle abnormality,RAD-ChestXR
I2842,MRI,Lung,Lung abnormality,MIDRC
I2843,CT,Lung,Abdomen abnormality,RAD-ChestXR
I2844,MRI,Lung,Muscle abnormality,MIDRC
I2845,CT,Muscle,Brain abnormality,RAD-ChestXR
I2846,MRI,Brain,Lung abnormality,MIDRC
I2847,CT,Muscle,Abdomen abnormality,RAD-ChestXR
I2848,MRI,Abdomen,Brain abnormality,MIDRC
I2849,CT,Muscle,Abdomen abnormality,RAD-ChestXR
I2850,MRI,Lung,Muscle abnormality,MIDRC
I2851,CT,Lung,Muscle abnormality,RAD-ChestXR
I2852,MRI,Muscle,Brain abnormality,MIDRC
I2853,CT,Muscle,Brain abnormality,RAD-ChestXR
I2854,MRI,Brain,Abdomen abnormality,MIDRC
I2855,CT,Brain,Brain abnormality,RAD-ChestXR
I2856,MRI,Muscle,Abdomen abnormality,MIDRC
I2857,CT,Brain,Brain abnormality,RAD-ChestXR
I2858,MRI,Brain,Abdomen abnormality,MIDRC
I2859,CT,Muscle,Lung abnormality,RAD-ChestXR
I2860,MRI,Abdomen,Lung abnormality,MIDRC
I2861,CT,Brain,Brain abnormality,RAD-ChestXR
I2862,MRI,Lung,Lung abnormality,MIDRC
I2863,CT,Muscle,Lung abnormality,RAD-ChestXR
I2864,MRI,Brain,Muscle abnormality,MIDRC
I2865,CT,Brain,Brain abnormality,RAD-ChestXR
I2866,MRI,Lung,Lung abnormality,MIDRC
I2867,CT,Muscle,Abdomen abnormality,RAD-ChestXR
I2868,MRI,Brain,Muscle abnormality,MIDRC
I2869,CT,Muscle,Muscle abnormality,RAD-ChestXR
I2870,MRI,Lung,Lung abnormality,MIDRC
I2871,CT,Muscle,Muscle abnormality,RAD-ChestXR
I2872,MRI,Abdomen,Brain abnormality,MIDRC
I2873,CT,Lung,Brain abnormality,RAD-ChestXR
I2874,MRI,Lung,Abdomen abnormality,MIDRC
I2875,CT,Lung,Muscle abnormality,RAD-ChestXR
I2876,MRI,Brain,Abdomen abnormality,MIDRC
I2877,CT,Abdomen,Muscle abnormality,RAD-ChestXR
I2878,MRI,Muscle,Muscle abnormality,MIDRC
I2879,CT,Brain,Muscle abnormality,RAD-ChestXR
I2880,MRI,Muscle,Abdomen abnormality,MIDRC
I2881,CT,Abdomen,Muscle abnormality,RAD-ChestXR
I2882,MRI,Brain,Abdomen abnormality,MIDRC
I2883,CT,Abdomen,Lung abnormality,RAD-ChestXR
I2884,MRI,Lung,Lung abnormality,MIDRC
I2885,CT,Brain,Brain abnormality,RAD-ChestXR
I2886,MRI,Lung,Brain abnormality,MIDRC
I2887,CT,Brain,Abdomen abnormality,RAD-ChestXR
I2888,MRI,Brain,Brain abnormality,MIDRC
I2889,CT,Brain,Muscle abnormality,RAD-ChestXR
I2890,MRI,Muscle,Abdomen abnormality,MIDRC
I2891,CT,Brain,Brain abnormality,RAD-ChestXR
I2892,MRI,Muscle,Muscle abnormality,MIDRC
I2893,CT,Muscle,Muscle abnormality,RAD-ChestXR
I2894,MRI,Lung,Abdomen abnormality,MIDRC
I2895,CT,Muscle,Lung abnormality,RAD-ChestXR
I2896,MRI,Brain,Muscle abnormality,MIDRC
I2897,CT,Muscle,Brain abnormality,RAD-ChestXR
I2898,MRI,Lung,Brain abnormality,MIDRC
I2899,CT,Brain,Abdomen abnormality,RAD-ChestXR
I2900,MRI,Muscle,Brain abnormality,MIDRC
I2901,CT,Muscle,Brain abnormality,RAD-ChestXR
I2902,MRI,Abdomen,Abdomen abnormality,MIDRC
I2903,CT,Abdomen,Abdomen abnormality,RAD-ChestXR
I2904,MRI,Abdomen,Brain abnormality,MIDRC
I2905,CT,Muscle,Abdomen abnormality,RAD-ChestXR
I2906,MRI,Lung,Brain abnormality,MIDRC
I2907,CT,Brain,Muscle abnormality,RAD-ChestXR
I2908,MRI,Lung,Lung abnormality,MIDRC
I2909,CT,Brain,Brain abnormality,RAD-ChestXR
I2910,MRI,Lung,Abdomen abnormality,MIDRC
I2911,CT,Brain,Abdomen abnormality,RAD-ChestXR
I2912,MRI,Abdomen,Abdomen abnormality,MIDRC
I2913,CT,Lung,Brain abnormality,RAD-ChestXR
I2914,MRI,Muscle,Lung abnormality,MIDRC
I2915,CT,Abdomen,Muscle abnormality,RAD-ChestXR
I2916,MRI,Brain,Muscle abnormality,MIDRC
I2917,CT,Lung,Muscle abnormality,RAD-ChestXR
I2918,MRI,Abdomen,Abdomen abnormality,MIDRC
I2919,CT,Brain,Abdomen abnormality,RAD-ChestXR
I2920,MRI,Lung,Brain abnormality,MIDRC
I2921,CT,Brain,Brain abnormality,RAD-ChestXR
I2922,MRI,Lung,Muscle abnormality,MIDRC
I2923,CT,Abdomen,Lung abnormality,RAD-ChestXR
I2924,MRI,Muscle,Lung abnormality,MIDRC
I2925,CT,Lung,Abdomen abnormality,RAD-ChestXR
I2926,MRI,Abdomen,Abdomen abnormality,MIDRC
I2927,CT,Brain,Muscle abnormality,RAD-ChestXR
I2928,MRI,Muscle,Abdomen abnormality,MIDRC
I2929,CT,Muscle,Muscle abnormality,RAD-ChestXR
I2930,MRI,Muscle,Muscle abnormality,MIDRC
I2931,CT,Muscle,Muscle abnormality,RAD-ChestXR
I2932,MRI,Abdomen,Abdomen abnormality,MIDRC
I2933,CT,Muscle,Brain abnormality,RAD-ChestXR
I2934,MRI,Muscle,Abdomen abnormality,MIDRC
I2935,CT,Brain,Lung abnormality,RAD-ChestXR
I2936,MRI,Muscle,Muscle abnormality,MIDRC
I2937,CT,Lung,Lung abnormality,RAD-ChestXR
I2938,MRI,Brain,Abdomen abnormality,MIDRC
I2939,CT,Abdomen,Brain abnormality,RAD-ChestXR
I2940,MRI,Abdomen,Muscle abnormality,MIDRC
I2941,CT,Brain,Lung abnormality,RAD-ChestXR
I2942,MRI,Muscle,Lung abnormality,MIDRC
I2943,CT,Muscle,Lung abnormality,RAD-ChestXR
I2944,MRI,Lung,Muscle abnormality,MIDRC
I2945,CT,Abdomen,Abdomen abnormality,RAD-ChestXR
I2946,MRI,Brain,Abdomen abnormality,MIDRC
I2947,CT,Abdomen,Abdomen abnormality,RAD-ChestXR
I2948,MRI,Brain,Brain abnormality,MIDRC
I2949,CT,Brain,Brain abnormality,RAD-ChestXR
I2950,MRI,Abdomen,Abdomen abnormality,MIDRC
I2951,CT,Muscle,Muscle abnormality,RAD-ChestXR
I2952,MRI,Abdomen,Brain abnormality,MIDRC
I2953,CT,Abdomen,Muscle abnormality,RAD-ChestXR
I2954,MRI,Lung,Brain abnormality,MIDRC
I2955,CT,Lung,Muscle abnormality,RAD-ChestXR
I2956,MRI,Abdomen,Brain abnormality,MIDRC
I2957,CT,Muscle,Lung abnormality,RAD-ChestXR
I2958,MRI,Muscle,Abdomen abnormality,MIDRC
I2959,CT,Abdomen,Lung abnormality,RAD-ChestXR
I2960,MRI,Brain,Muscle abnormality,MIDRC
I2961,CT,Brain,Abdomen abnormality,RAD-ChestXR
I2962,MRI,Abdomen,Muscle abnormality,MIDRC
I2963,CT,Muscle,Muscle abnormality,RAD-ChestXR
